Country,Industry,Carbon_emission
POL,C19,10588.17
POL,C20,13287.967
POL,C21,98.651
POL,C22,713.5070000000001
POL,C23,15948.492
POL,C24,10965.356
POL,C25,480.244
POL,C26,37.346000000000004
POL,C27,222.691
POL,C28,189.858
POL,C29,292.087
POL,C30,150.354
POL,C31_C32,175.161
POL,C33,19.284
POL,D35,149684.905
POL,E36,369.07
POL,E37-E39,464.59700000000004
POL,F,510.928
POL,G45,826.45
POL,G46,3981.926
POL,G47,2519.487
POL,H49,20053.937
POL,H50,109.01
POL,H51,502.975
POL,H52,1083.364
POL,H53,203.93800000000002
POL,I,553.804
POL,J58,60.463
POL,J59_J60,64.46900000000001
POL,J61,147.785
POL,J62_J63,205.257
POL,K64,1078.4470000000001
POL,K65,2320.267
POL,K66,138.65800000000002
POL,L68,687.7620000000001
POL,M69_M70,354.76
POL,M71,224.171
POL,M72,77.611
POL,M73,187.888
POL,M74_M75,91.514
POL,N,1199.487
POL,O84,2091.477
POL,P85,1397.334
POL,Q,1224.807
POL,R_S,806.278
POL,T,0.0
POL,U,0.0
POL,FC_HH,45530.386
PRT,A01,1570.5
PRT,A02,113.5
PRT,A03,350.6
PRT,B,237.4
PRT,C10-C12,1061.9
PRT,C13-C15,728.0
PRT,C16,154.6
PRT,C17,1117.3
PRT,C18,27.8
PRT,C19,3102.7000000000003
PRT,C20,1231.3
PRT,C21,15.0
PRT,C22,88.8
PRT,C23,6748.0
PRT,C24,211.6
PRT,C25,203.9
PRT,C26,5.4
PRT,C27,9.6
PRT,C28,218.6
PRT,C29,23.2
PRT,C30,2.3000000000000003
PRT,C31_C32,50.800000000000004
PRT,C33,26.6
PRT,D35,12039.4
PRT,E36,25.400000000000002
PRT,E37-E39,700.8000000000001
PRT,F,954.2
PRT,G45,101.0
PRT,G46,1113.7
PRT,G47,469.5
PRT,H49,4387.3
PRT,H50,549.4
PRT,H51,1082.0
PRT,H52,83.2
PRT,H53,25.2
PRT,I,669.9
PRT,J58,7.6000000000000005
PRT,J59_J60,9.5
PRT,J61,18.900000000000002
PRT,J62_J63,18.5
PRT,K64,58.9
PRT,K65,13.700000000000001
PRT,K66,16.9
PRT,L68,13.5
PRT,M69_M70,48.2
PRT,M71,31.8
PRT,M72,5.4
PRT,M73,8.4
PRT,M74_M75,13.700000000000001
PRT,N,236.20000000000002
PRT,O84,441.40000000000003
PRT,P85,95.5
PRT,Q,496.2
PRT,R_S,166.70000000000002
PRT,T,0.0
PRT,U,0.0
PRT,FC_HH,8162.6
ROU,A01,1177.3310000000001
ROU,A02,35.424
ROU,A03,33.269
ROU,B,1041.586
ROU,C10-C12,1128.357
ROU,C13-C15,116.756
ROU,C16,114.49900000000001
ROU,C17,176.857
ROU,C18,136.47
ROU,C19,3055.233
ROU,C20,4487.418
ROU,C21,244.602
ROU,C22,258.796
ROU,C23,7364.56
ROU,C24,4419.069
ROU,C25,831.361
ROU,C26,230.766
ROU,C27,183.47
ROU,C28,95.393
ROU,C29,29.926000000000002
ROU,C30,54.842
ROU,C31_C32,34.334
ROU,C33,26.525000000000002
ROU,D35,27871.683
ROU,E36,1.792
ROU,E37-E39,621.904
ROU,F,1484.1970000000001
ROU,G45,426.664
ROU,G46,698.194
ROU,G47,387.988
ROU,H49,5613.289
ROU,H50,89.31400000000001
ROU,H51,60.245000000000005
ROU,H52,106.224
ROU,H53,53.81
ROU,I,153.073
ROU,J58,36.317
ROU,J59_J60,138.68800000000002
ROU,J61,53.81
ROU,J62_J63,36.317
ROU,K64,129.62800000000001
ROU,K65,36.427
ROU,K66,32.1
ROU,L68,426.918
ROU,M69_M70,146.206
ROU,M71,66.65
ROU,M72,31.537
ROU,M73,66.65
ROU,M74_M75,169.395
ROU,N,342.003
ROU,O84,378.558
ROU,P85,214.032
ROU,Q,284.56600000000003
ROU,R_S,364.551
ROU,T,0.0
ROU,U,0.0
ROU,FC_HH,14416.761
SVK,A01,234.906
SVK,A02,27.952
SVK,A03,1.605
SVK,B,54.123000000000005
SVK,C10-C12,270.139
SVK,C13-C15,58.268
SVK,C16,79.694
SVK,C17,131.186
SVK,C18,14.22
SVK,C19,1327.921
SVK,C20,1010.681
SVK,C21,39.909
SVK,C22,625.912
SVK,C23,1726.903
SVK,C24,7904.772
SVK,C25,1969.438
SVK,C26,35.139
SVK,C27,58.649
SVK,C28,126.47800000000001
SVK,C29,246.881
SVK,C30,29.443
SVK,C31_C32,68.81700000000001
SVK,C33,31.288
SVK,D35,5195.634
SVK,E36,21.644000000000002
SVK,E37-E39,72.103
SVK,F,1927.409
SVK,G45,30.073
SVK,G46,96.38
SVK,G47,80.422
SVK,H49,2793.223
SVK,H50,4.558
SVK,H51,3.8080000000000003
SVK,H52,146.64000000000001
SVK,H53,288.713
SVK,I,111.11200000000001
SVK,J58,2.539
SVK,J59_J60,2.003
SVK,J61,17.475
SVK,J62_J63,19.6
SVK,K64,33.525
SVK,K65,4.744
SVK,K66,5.299
SVK,L68,220.45000000000002
SVK,M69_M70,340.189
SVK,M71,12.36
SVK,M72,2.279
SVK,M73,6.739
SVK,M74_M75,5.3100000000000005
SVK,N,127.923
SVK,O84,273.383
SVK,P85,101.549
SVK,Q,144.90800000000002
SVK,R_S,213.749
SVK,T,0.0
SVK,U,0.0
SVK,FC_HH,5184.603
SVN,A01,218.118
SVN,A02,22.706
SVN,A03,0.6872286190648557
SVN,B,80.056
SVN,C10-C12,106.994
SVN,C13-C15,25.984
SVN,C16,7.898000000000001
SVN,C17,318.966
SVN,C18,6.6930000000000005
SVN,C19,0.0
SVN,C20,126.09
SVN,C21,59.136
SVN,C22,55.816
SVN,C23,939.034
SVN,C24,484.82
SVN,C25,61.812000000000005
SVN,C26,35.896
SVN,C27,35.896
SVN,C28,24.711000000000002
SVN,C29,28.938
SVN,C30,0.15
SVN,C31_C32,5.0040000000000004
SVN,C33,2.1750000000000003
SVN,D35,4471.312
SVN,E36,7.358520216164883
SVN,E37-E39,12.887479783835115
SVN,F,61.289
SVN,G45,0.0
SVN,G46,0.0
SVN,G47,0.0
SVN,H49,3127.086059799549
SVN,H50,789.2347115813866
SVN,H51,5.574
SVN,H52,29.579
SVN,H53,2.318
SVN,I,34.292
SVN,J58,1.416
SVN,J59_J60,0.218
SVN,J61,2.856
SVN,J62_J63,1.988
SVN,K64,7.613
SVN,K65,2.182
SVN,K66,0.165
SVN,L68,20.812
SVN,M69_M70,27.892
SVN,M71,20.162
SVN,M72,8.554
SVN,M73,0.262
SVN,M74_M75,1.091
SVN,N,21.415
SVN,O84,38.692
SVN,P85,52.692
SVN,Q,65.539
SVN,R_S,28.553
SVN,T,0.0
SVN,U,0.0
SVN,FC_HH,2918.906
SWE,A01,1250.652
SWE,A02,905.371
SWE,A03,135.833
SWE,B,1516.8890000000001
SWE,C10-C12,508.527
SWE,C13-C15,33.383
SWE,C16,159.629
SWE,C17,787.141
SWE,C18,21.062
SWE,C19,2398.737
SWE,C20,1270.5040000000001
SWE,C21,27.990000000000002
SWE,C22,61.739000000000004
SWE,C23,3036.908
SWE,C24,4535.0160000000005
SWE,C25,198.315
SWE,C26,13.48
SWE,C27,28.193
SWE,C28,128.805
SWE,C29,169.627
SWE,C30,16.2
SWE,C31_C32,51.744
SWE,C33,72.096
SWE,D35,6459.2
SWE,E36,23.495
SWE,E37-E39,217.79
SWE,F,1824.5810000000001
SWE,G45,629.37
SWE,G46,540.514
SWE,G47,207.595
SWE,H49,3018.19
SWE,H50,6152.957
SWE,H51,2784.4790000000003
SWE,H52,352.687
SWE,H53,119.7
SWE,I,74.503
SWE,J58,12.582
SWE,J59_J60,17.842
SWE,J61,23.314
SWE,J62_J63,68.422
SWE,K64,59.417
SWE,K65,9.679
SWE,K66,8.253
SWE,L68,208.367
SWE,M69_M70,227.397
SWE,M71,121.18900000000001
SWE,M72,8.453
SWE,M73,23.768
SWE,M74_M75,47.924
SWE,N,436.83500000000004
SWE,O84,334.01800000000003
SWE,P85,110.158
SWE,Q,364.664
SWE,R_S,238.732
SWE,T,0.006
SWE,U,0.009000000000000001
SWE,FC_HH,9122.013
AUS,A01,5450.040902350043
AUS,A02,1266.0081911949649
AUS,A03,32.20159429536527
AUS,B,24764.143063624208
AUS,C10-C12,3555.5990133319983
AUS,C13-C15,420.61134369914464
AUS,C16,258.65932465073894
AUS,C17,935.1480914031882
AUS,C18,247.64254329290094
AUS,C19,5499.203600548701
AUS,C20,7956.911490000708
AUS,C21,52.11334004410432
AUS,C22,80.91609844120934
AUS,C23,10556.350895023155
AUS,C24,28370.90667934693
AUS,C25,297.5820439985548
AUS,C26,105.83041423719828
AUS,C27,73.98731353977917
AUS,C28,187.4217173287079
AUS,C29,125.90537014766669
AUS,C30,76.32361607553705
AUS,C31_C32,233.90762631958737
AUS,C33,0.0
AUS,D35,186308.33988849598
AUS,E36,140.28117512368138
AUS,E37-E39,130.97295217138006
AUS,F,4218.402341614401
AUS,G45,738.7816956887356
AUS,G46,2893.166529490066
AUS,G47,2835.804527882749
AUS,H49,10593.590425910405
AUS,H50,2579.740803460814
AUS,H51,36041.002662450854
AUS,H52,1547.443559790661
AUS,H53,462.03037735265895
AUS,I,2259.456840549289
AUS,J58,20.9792378430485
AUS,J59_J60,15.176467822186313
AUS,J61,428.13836193652236
AUS,J62_J63,509.20263710907784
AUS,K64,534.57544108802
AUS,K65,227.60832971118202
AUS,K66,354.62978213477817
AUS,L68,456.0884542137289
AUS,M69_M70,2199.843167345105
AUS,M71,0.0
AUS,M72,0.0
AUS,M73,0.0
AUS,M74_M75,0.0
AUS,N,1153.2257240384047
AUS,O84,2049.5088689332833
AUS,P85,2637.8687587046825
AUS,Q,5558.323322739452
AUS,R_S,7798.694983346681
AUS,T,0.31090094550919906
AUS,U,0.0
AUS,FC_HH,39624.23887888007
BRA,A01,31075.586229621
BRA,A02,1242.4041321296204
BRA,A03,289.1596757568638
BRA,B,18026.611234217595
BRA,C10-C12,6333.132511825042
BRA,C13-C15,3593.4722989697248
BRA,C16,798.8761754548368
BRA,C17,4590.404668407824
BRA,C18,390.4537697479484
BRA,C19,22048.64607053448
BRA,C20,16051.33594199405
BRA,C21,95.31621529191717
BRA,C22,2219.967856149028
BRA,C23,50950.89327510038
BRA,C24,93248.42871821218
BRA,C25,1551.866276669222
BRA,C26,338.56559649118094
BRA,C27,904.3976297884439
BRA,C28,1020.6206392232269
BRA,C29,1838.1959108995143
BRA,C30,282.32415228876613
BRA,C31_C32,1713.7463132563998
BRA,C33,0.0
BRA,D35,79702.24330086094
BRA,E36,576.3973042295225
BRA,E37-E39,0.0
BRA,F,10246.150696177498
BRA,G45,2878.444401689669
BRA,G46,6427.881577164313
BRA,G47,9524.260336897047
BRA,H49,45480.63548131825
BRA,H50,8466.938070881188
BRA,H51,28988.77678636517
BRA,H52,6573.2899793122
BRA,H53,0.0
BRA,I,4928.677751848627
BRA,J58,6.027479784451375
BRA,J59_J60,10.467082158719723
BRA,J61,638.7328781618604
BRA,J62_J63,742.2560421710931
BRA,K64,1285.225057321579
BRA,K65,0.0
BRA,K66,0.0
BRA,L68,396.9238558808217
BRA,M69_M70,1685.5190288080178
BRA,M71,710.8368466831291
BRA,M72,478.70740829291395
BRA,M73,0.0
BRA,M74_M75,0.0
BRA,N,5224.391559727099
BRA,O84,5496.937245378027
BRA,P85,6285.228861624327
BRA,Q,4013.6701987836054
BRA,R_S,5103.9284170359215
BRA,T,0.0
BRA,U,0.0
BRA,FC_HH,77895.79755648816
CAN,A01,11730.694801835607
CAN,A02,4690.533883198517
CAN,A03,58.09884267422646
CAN,B,101573.69056588772
CAN,C10-C12,3930.7045955244776
CAN,C13-C15,325.31774710273135
CAN,C16,2781.36795254793
CAN,C17,3861.207334287418
CAN,C18,583.078279223665
CAN,C19,20008.463795391923
CAN,C20,15223.076328036806
CAN,C21,105.23221935618929
CAN,C22,2519.808891036006
CAN,C23,12806.684479229385
CAN,C24,24896.1997851983
CAN,C25,475.07425762753826
CAN,C26,518.4117695692687
CAN,C27,432.930037092909
CAN,C28,1270.5880254312083
CAN,C29,887.0890593023859
CAN,C30,237.28331720538293
CAN,C31_C32,918.3028893012183
CAN,C33,0.0
CAN,D35,91499.93991516679
CAN,E36,0.0
CAN,E37-E39,776.242452039133
CAN,F,8831.500200313316
CAN,G45,3150.8690769674567
CAN,G46,5515.669886478398
CAN,G47,6538.318387986026
CAN,H49,40323.96851399689
CAN,H50,15533.41872158165
CAN,H51,32303.3765018237
CAN,H52,2061.494522321053
CAN,H53,927.3419669121369
CAN,I,3362.0506680700946
CAN,J58,25.926779842056707
CAN,J59_J60,334.23039058132696
CAN,J61,778.8827989797679
CAN,J62_J63,679.0276697522681
CAN,K64,3313.5226284182495
CAN,K65,684.012243317196
CAN,K66,0.0
CAN,L68,8729.113986175884
CAN,M69_M70,958.330742742141
CAN,M71,823.3310267161432
CAN,M72,570.1299713504197
CAN,M73,201.83766216545243
CAN,M74_M75,1775.315432283845
CAN,N,3402.6788480251566
CAN,O84,7489.720233181928
CAN,P85,4966.063289729653
CAN,Q,6416.636817932527
CAN,R_S,4699.575531250821
CAN,T,0.0
CAN,U,0.0
CAN,FC_HH,110473.48947452015
CHN,A01,138701.11180064932
CHN,A02,40904.788764199475
CHN,A03,7713.201742863951
CHN,B,229360.35721490573
CHN,C10-C12,115433.11965219352
CHN,C13-C15,59226.413026753056
CHN,C16,19197.089257221218
CHN,C17,43601.30467241659
CHN,C18,2990.3343805102327
CHN,C19,188447.01061293788
CHN,C20,690717.8920759112
CHN,C21,1082.4905665108238
CHN,C22,160840.8265248253
CHN,C23,1825827.953541346
CHN,C24,1354870.6665996532
CHN,C25,22600.92507009437
CHN,C26,11273.871303296048
CHN,C27,24211.81809646611
CHN,C28,37552.20205829395
CHN,C29,17147.138434783334
CHN,C30,9869.224498453646
CHN,C31_C32,54406.606226795506
CHN,C33,0.0
CHN,D35,4141215.3092958615
CHN,E36,3058.429048180073
CHN,E37-E39,52300.93700631216
CHN,F,71633.42301763622
CHN,G45,0.0
CHN,G46,33500.45096790339
CHN,G47,6930.421603853505
CHN,H49,105361.93915478859
CHN,H50,113273.82592584006
CHN,H51,25634.303616994774
CHN,H52,20839.750488210662
CHN,H53,1844.2354199208892
CHN,I,13563.589558211457
CHN,J58,0.0
CHN,J59_J60,0.0
CHN,J61,1413.2592211573528
CHN,J62_J63,923.5086743939502
CHN,K64,7151.259554341879
CHN,K65,632.6244952329815
CHN,K66,0.0
CHN,L68,6163.769290706647
CHN,M69_M70,17953.384179267417
CHN,M71,0.0
CHN,M72,6898.699200857777
CHN,M73,0.0
CHN,M74_M75,12167.747636449405
CHN,N,2384.175324529202
CHN,O84,61514.94651631367
CHN,P85,56637.79991007179
CHN,Q,63468.395562406346
CHN,R_S,63725.53664148937
CHN,T,0.0
CHN,U,0.0
CHN,FC_HH,582384.9187358764
IDN,A01,14340.213177162866
IDN,A02,2063.7553953367383
IDN,A03,2249.7237343680913
IDN,B,60952.54838860817
IDN,C10-C12,5344.394448932083
IDN,C13-C15,6510.299653458886
IDN,C16,1585.077623014683
IDN,C17,5095.940568681597
IDN,C18,108.382496770138
IDN,C19,9737.98504808972
IDN,C20,21549.61953347898
IDN,C21,39.115761359631584
IDN,C22,2223.8872251314997
IDN,C23,43197.49916033448
IDN,C24,11979.789911476322
IDN,C25,3590.7893605175004
IDN,C26,1774.902065446835
IDN,C27,2162.4398826063098
IDN,C28,611.3342214403568
IDN,C29,1474.056154072547
IDN,C30,195.57479959123657
IDN,C31_C32,1709.985088808037
IDN,C33,0.0
IDN,D35,135417.8232414057
IDN,E36,10.291170222272312
IDN,E37-E39,59.409260114400006
IDN,F,15112.330298581994
IDN,G45,1817.321814226592
IDN,G46,5300.56904828806
IDN,G47,3105.6634384758127
IDN,H49,10744.586098980586
IDN,H50,20536.16263688656
IDN,H51,53534.270813742594
IDN,H52,2119.5222392916753
IDN,H53,13.506357159100501
IDN,I,2725.783479378981
IDN,J58,12.980849789788394
IDN,J59_J60,13.987634272962765
IDN,J61,223.36704080469082
IDN,J62_J63,73.26877642762737
IDN,K64,422.03768870004046
IDN,K65,110.25582720162612
IDN,K66,0.0
IDN,L68,316.8130101811437
IDN,M69_M70,209.72807167805232
IDN,M71,0.0
IDN,M72,0.0
IDN,M73,0.0
IDN,M74_M75,0.0
IDN,N,388.61386117000893
IDN,O84,1832.283494846793
IDN,P85,3775.8578805898983
IDN,Q,1363.9777891448305
IDN,R_S,12263.460803051861
IDN,T,0.0
IDN,U,0.0
IDN,FC_HH,72874.34703841609
IND,A01,71778.2046910181
IND,A02,5078.313816356525
IND,A03,2585.7251488490815
IND,B,159344.61005935294
IND,C10-C12,12809.158614090835
IND,C13-C15,13479.869827013834
IND,C16,13883.03520341871
IND,C17,9775.512425806011
IND,C18,548.1965513315054
IND,C19,42242.528208865886
IND,C20,64890.350112843604
IND,C21,101.52837198663846
IND,C22,3630.903119977506
IND,C23,245204.30787550885
IND,C24,210354.95250829827
IND,C25,47455.46002363429
IND,C26,926.3897072749633
IND,C27,2233.361498437385
IND,C28,5983.977320521389
IND,C29,4600.741151158157
IND,C30,2123.2774901039993
IND,C31_C32,3991.3813485266537
IND,C33,0.0
IND,D35,924740.8979363147
IND,E36,3134.3443737310004
IND,E37-E39,2534.8334911704005
IND,F,14483.863599682027
IND,G45,953.5866444866991
IND,G46,7408.76209087383
IND,G47,12097.98919679147
IND,H49,71861.59520096148
IND,H50,11039.611563967359
IND,H51,1233.558345520142
IND,H52,2950.06512736812
IND,H53,0.0
IND,I,40099.026613742804
IND,J58,0.0
IND,J59_J60,0.0
IND,J61,998.8672266868969
IND,J62_J63,1317.815640524409
IND,K64,1403.88879490338
IND,K65,637.2252969925066
IND,K66,0.0
IND,L68,4530.394426577182
IND,M69_M70,395.19949005880375
IND,M71,4313.463461655689
IND,M72,0.0
IND,M73,0.0
IND,M74_M75,0.0
IND,N,34.97075843993748
IND,O84,2373.715226777885
IND,P85,3684.452127884652
IND,Q,1502.6773227540868
IND,R_S,4744.974439277676
IND,T,0.0
IND,U,0.0
IND,FC_HH,153809.76068725335
JPN,A01,3704.657188402751
JPN,A02,253.4429354952922
JPN,A03,2158.3871550745835
JPN,B,29297.92535898124
JPN,C10-C12,10442.405793370568
JPN,C13-C15,3787.443995668991
JPN,C16,522.6167136763343
JPN,C17,10151.190887263265
JPN,C18,1444.0633540995887
JPN,C19,34964.317646115414
JPN,C20,48058.90464528806
JPN,C21,232.51570005887643
JPN,C22,4530.553390551247
JPN,C23,60248.07148202152
JPN,C24,169023.91974383622
JPN,C25,2946.685007493685
JPN,C26,3385.6231411181698
JPN,C27,1577.3164820628103
JPN,C28,2192.316693683727
JPN,C29,2184.390402775605
JPN,C30,781.6541652113659
JPN,C31_C32,3060.5189572081504
JPN,C33,0.0
JPN,D35,471378.3652746573
JPN,E36,232.10324495977576
JPN,E37-E39,6712.252533358923
JPN,F,13386.798506236588
JPN,G45,1304.4200716354694
JPN,G46,13254.158331131974
JPN,G47,14656.445770847358
JPN,H49,30555.136041452035
JPN,H50,78825.40178690891
JPN,H51,10493.49345504461
JPN,H52,1343.3089475784
JPN,H53,723.9263040028864
JPN,I,8579.800674135155
JPN,J58,150.3522201954583
JPN,J59_J60,504.52906761713575
JPN,J61,1497.6685309698887
JPN,J62_J63,2511.667926351056
JPN,K64,2064.034687712638
JPN,K65,1303.2724528275344
JPN,K66,0.0
JPN,L68,2375.9578716305828
JPN,M69_M70,0.0
JPN,M71,0.0
JPN,M72,1483.791955532543
JPN,M73,831.4877905166131
JPN,M74_M75,7667.963061967083
JPN,N,858.8127397214569
JPN,O84,16975.37704974289
JPN,P85,13887.394449145611
JPN,Q,13920.30262605843
JPN,R_S,9936.736711820777
JPN,T,0.0
JPN,U,0.0
JPN,FC_HH,129616.38308808029
KOR,A01,4680.7574470563395
KOR,A02,266.9353874315633
KOR,A03,2360.9721493413713
KOR,B,14372.314298196121
KOR,C10-C12,2675.512897148491
KOR,C13-C15,2162.9552627849284
KOR,C16,279.93198977572746
KOR,C17,1963.221663012001
KOR,C18,530.9911803334868
KOR,C19,24708.113311185316
KOR,C20,26066.56894968781
KOR,C21,139.72834948927328
KOR,C22,787.9708254224236
KOR,C23,41122.5679642261
KOR,C24,102025.51224525213
KOR,C25,1369.375515295886
KOR,C26,2265.536434302806
KOR,C27,855.1960937841288
KOR,C28,1293.7255690610496
KOR,C29,2076.545609199169
KOR,C30,1691.5382291388557
KOR,C31_C32,687.7237408923293
KOR,C33,0.0
KOR,D35,255010.11255424801
KOR,E36,1230.3064972916493
KOR,E37-E39,5504.306651940206
KOR,F,5468.951154049229
KOR,G45,614.7101508768168
KOR,G46,4096.752987908517
KOR,G47,5264.95520317205
KOR,H49,28556.48826904165
KOR,H50,20532.035719792442
KOR,H51,17904.267974897695
KOR,H52,3285.730316098387
KOR,H53,175.943739779785
KOR,I,4684.535092041974
KOR,J58,163.61487632581026
KOR,J59_J60,339.9989348681641
KOR,J61,262.3626627401883
KOR,J62_J63,431.31031468646324
KOR,K64,1149.9473410032408
KOR,K65,508.0293861176938
KOR,K66,449.23337810511003
KOR,L68,2209.226630335935
KOR,M69_M70,1057.4593750123474
KOR,M71,1046.7084393024486
KOR,M72,1255.8792032831714
KOR,M73,88.16487662141347
KOR,M74_M75,1025.3594688255125
KOR,N,2178.0419210445652
KOR,O84,4664.943053095348
KOR,P85,5348.1273470391525
KOR,Q,4390.400381146344
KOR,R_S,4681.266923512414
KOR,T,0.0
KOR,U,0.0
KOR,FC_HH,52042.1696717454
MEX,A01,21243.573412593287
MEX,A02,229.19656664046514
MEX,A03,386.5121141968624
MEX,B,26568.769618114697
MEX,C10-C12,4105.12117979362
MEX,C13-C15,2382.684578219989
MEX,C16,1120.9128646706195
MEX,C17,1873.0791023297293
MEX,C18,376.93271615926005
MEX,C19,28142.351239210293
MEX,C20,17080.15131218634
MEX,C21,118.02222438752285
MEX,C22,2425.6078087362844
MEX,C23,34497.11025811671
MEX,C24,26505.66887548646
MEX,C25,2099.5419517362066
MEX,C26,963.1169585420826
MEX,C27,1099.2282104451012
MEX,C28,1012.1147112328466
MEX,C29,1380.7508607885215
MEX,C30,120.09763043224449
MEX,C31_C32,1902.8935855929417
MEX,C33,268.21475291549876
MEX,D35,136153.77774894002
MEX,E36,322.823163568875
MEX,E37-E39,165.85431802649956
MEX,F,13863.200971595028
MEX,G45,833.241792271311
MEX,G46,6360.383211600253
MEX,G47,5668.9318631993965
MEX,H49,15877.18907700766
MEX,H50,3594.5548297315354
MEX,H51,16212.119548677563
MEX,H52,2504.3880548050984
MEX,H53,286.6843692526028
MEX,I,3277.4850972480212
MEX,J58,16.843890479878887
MEX,J59_J60,12.732903013026718
MEX,J61,403.6417495167376
MEX,J62_J63,29.33440959738113
MEX,K64,817.1084162359957
MEX,K65,63.64956958725066
MEX,K66,80.14561887606955
MEX,L68,0.0
MEX,M69_M70,263.4890128581471
MEX,M71,146.074627810863
MEX,M72,276.96357117619954
MEX,M73,0.0
MEX,M74_M75,19.550322396854337
MEX,N,1917.3297319018384
MEX,O84,5761.490080312199
MEX,P85,4277.75691467637
MEX,Q,2320.5421268889113
MEX,R_S,1589.01373008507
MEX,T,0.0
MEX,U,0.0
MEX,FC_HH,89659.58084830732
RUS,A01,24711.899908549953
RUS,A02,0.0
RUS,A03,2351.117854031791
RUS,B,92042.91445841921
RUS,C10-C12,7161.219745149543
RUS,C13-C15,739.3992302777077
RUS,C16,2069.864056607515
RUS,C17,2214.0048207582154
RUS,C18,0.0
RUS,C19,45182.99874753969
RUS,C20,75129.7196801963
RUS,C21,0.0
RUS,C22,656.7247799163194
RUS,C23,73473.67879229353
RUS,C24,246651.34386746955
RUS,C25,0.0
RUS,C26,1887.4839004400242
RUS,C27,0.0
RUS,C28,4473.023217977265
RUS,C29,2947.1491227066917
RUS,C30,0.0
RUS,C31_C32,318.50470351393597
RUS,C33,0.0
RUS,D35,733031.5603745888
RUS,E36,0.0
RUS,E37-E39,21512.359192896
RUS,F,13826.715819958026
RUS,G45,972.6146675653453
RUS,G46,5100.940322785951
RUS,G47,10787.984739727624
RUS,H49,81134.4289245339
RUS,H50,19299.165107577544
RUS,H51,18971.98074292841
RUS,H52,4870.008940451133
RUS,H53,0.0
RUS,I,1810.1200963149756
RUS,J58,0.0
RUS,J59_J60,0.0
RUS,J61,497.87093240485143
RUS,J62_J63,0.0
RUS,K64,1699.17224003132
RUS,K65,0.0
RUS,K66,0.0
RUS,L68,4976.081916967658
RUS,M69_M70,0.0
RUS,M71,0.0
RUS,M72,0.0
RUS,M73,0.0
RUS,M74_M75,0.0
RUS,N,4424.743679983043
RUS,O84,5868.881891260239
RUS,P85,5466.954187568868
RUS,Q,4633.631813875486
RUS,R_S,4540.095051990738
RUS,T,0.0
RUS,U,0.0
RUS,FC_HH,197649.7711266489
TUR,A01,4250.847
TUR,A02,128.583
TUR,A03,120.462
TUR,B,849.6080000000001
TUR,C10-C12,5245.063
TUR,C13-C15,3418.341
TUR,C16,347.681
TUR,C17,1105.7450000000001
TUR,C18,293.157
TUR,C19,3899.337
TUR,C20,4610.67
TUR,C21,246.21
TUR,C22,742.3580000000001
TUR,C23,66660.293
TUR,C24,14455.197
TUR,C25,1179.545
TUR,C26,242.23600000000002
TUR,C27,546.056
TUR,C28,722.58
TUR,C29,782.44
TUR,C30,246.931
TUR,C31_C32,1703.319
TUR,C33,30.261
TUR,D35,127247.382
TUR,E36,64.70400000000001
TUR,E37-E39,328.823
TUR,F,3954.2400000000002
TUR,G45,811.573
TUR,G46,294.815
TUR,G47,86.453
TUR,H49,17606.892
TUR,H50,1364.878
TUR,H51,4080.1330000000003
TUR,H52,107.688
TUR,H53,0.0
TUR,I,61.119
TUR,J58,29.211000000000002
TUR,J59_J60,45.04
TUR,J61,0.0
TUR,J62_J63,29.211000000000002
TUR,K64,63.935
TUR,K65,52.565
TUR,K66,29.677
TUR,L68,96.014
TUR,M69_M70,61.203
TUR,M71,31.512
TUR,M72,59.982
TUR,M73,31.512
TUR,M74_M75,64.084
TUR,N,1847.259
TUR,O84,99.512
TUR,P85,92.664
TUR,Q,101.357
TUR,R_S,218.185
TUR,T,0.0
TUR,U,0.0
TUR,FC_HH,86771.422
TWN,A01,548.8561445043275
TWN,A02,5.686547227305382
TWN,A03,1202.7978365683005
TWN,B,24168.475556644164
TWN,C10-C12,777.6811102997531
TWN,C13-C15,1363.8339771339984
TWN,C16,46.832088701066006
TWN,C17,1763.9004016070876
TWN,C18,283.20275780553374
TWN,C19,7800.594009608964
TWN,C20,25492.488963758005
TWN,C21,18.729245835173362
TWN,C22,277.8591589787262
TWN,C23,14140.812946037684
TWN,C24,34776.96964847554
TWN,C25,381.8272202191826
TWN,C26,783.0335561213554
TWN,C27,132.11571778762783
TWN,C28,337.03064208773174
TWN,C29,574.4216121097259
TWN,C30,779.5591114783774
TWN,C31_C32,37.18073076744383
TWN,C33,234.32497006161847
TWN,D35,117457.51452044361
TWN,E36,71.08345918260838
TWN,E37-E39,5596.211134598954
TWN,F,839.74933656676
TWN,G45,84.13253940277079
TWN,G46,1964.4876387756085
TWN,G47,1329.0232975248086
TWN,H49,8096.836754898124
TWN,H50,15772.917717611685
TWN,H51,19040.07105847556
TWN,H52,1118.6866280902339
TWN,H53,68.83543563956002
TWN,I,981.7432085010048
TWN,J58,15.102353835850444
TWN,J59_J60,5.071137124872605
TWN,J61,54.530050524951186
TWN,J62_J63,79.34123229543417
TWN,K64,182.34855812053854
TWN,K65,138.44124401601368
TWN,K66,43.53408315561169
TWN,L68,191.56443607791456
TWN,M69_M70,28.070812446682005
TWN,M71,539.2665484850887
TWN,M72,646.0291853432573
TWN,M73,49.49580479883851
TWN,M74_M75,68.97467614900239
